text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.946019121009158,None,space,3.2025741370016476,7.946019121009158,None,,,1,001,2020_Mar_11_0028,present_text_on_button_press,2020.1.2,60.06933815591741,
,,,,,,11.200235729003907,12.212597970996285,,,,,,,
