pic1,pic2,pic3,sound,image_icon1,image_icon2,image_icon3,sound1,sound2,condition,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_vowels.thisRepN,trials_vowels.thisTrialN,trials_vowels.thisN,trials_vowels.thisIndex,text_instructions.started,text_instructions.stopped,key_resp_instructions.keys,key_resp_instructions.rt,key_resp_instructions.started,key_resp_instructions.stopped,text_prompt_vowels.started,text_prompt_vowels.stopped,key_resp_prompt_vowels.keys,key_resp_prompt_vowels.rt,key_resp_prompt_vowels.started,key_resp_prompt_vowels.stopped,blank500.started,blank500.stopped,image_rune_left1.started,image_rune_left1.stopped,image_rune_right1.started,image_rune_right1.stopped,image_rune_mid1.started,image_rune_mid1.stopped,sound_phoneme.started,sound_phoneme.stopped,text_listen.started,text_listen.stopped,image_rune_left.started,image_rune_left.stopped,image_rune_right.started,image_rune_right.stopped,image_rune_mid.started,image_rune_mid.stopped,image_speaker_left.started,image_speaker_left.stopped,image_speaker_right.started,image_speaker_right.stopped,image_speaker_mid.started,image_speaker_mid.stopped,text_practice.started,text_practice.stopped,key_select_sound.keys,key_select_sound.started,key_select_sound.stopped,phoneme_practice1.started,phoneme_practice1.stopped,key_resp_next_trial.keys,key_resp_next_trial.rt,key_resp_next_trial.started,key_resp_next_trial.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,10.696678974010865,None,space,0.4184387580025941,10.696678974010865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2020_Mar_11_0023,grapheme_phoneme_mapping,2020.1.2,59.942790719688155,
pics/blank.jpg,pics/blank.jpg,pics/v3.png,sound/test.wav,pics/blank.jpg,pics/blank.jpg,pics/speaker_icon.jpg,sound/ih.wav,sound/blank.wav,vowel,0,0,0,0,0,0,0,0,,,,,,,11.163564062007936,None,space,0.5663582499983022,11.163564062007936,None,22.06034566600283,None,12.996852285010391,None,12.996852285010391,None,12.996852285010391,None,0.5348257760924753,None,12.49677431800228,None,19.728017745001125,None,19.728017745001125,None,19.728017745001125,None,20.36265314099728,None,20.36265314099728,None,20.36265314099728,None,20.36265314099728,None,None,19.728017745001125,None,None,None,space,2.283049531004508,19.728017745001125,None,1,2020_Mar_11_0023,grapheme_phoneme_mapping,2020.1.2,59.942790719688155,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.561003434006125,None,23.62893769700895,None,23.62893769700895,None,23.62893769700895,None,0.5112108122120844,None,23.14450094300264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
