pic1,pic2,pic3,sound,image_icon1,image_icon2,image_icon3,sound1,sound2,condition,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_vowels.thisRepN,trials_vowels.thisTrialN,trials_vowels.thisN,trials_vowels.thisIndex,text_instructions.started,text_instructions.stopped,key_resp_instructions.keys,key_resp_instructions.rt,key_resp_instructions.started,key_resp_instructions.stopped,text_prompt_vowels.started,text_prompt_vowels.stopped,key_resp_prompt_vowels.keys,key_resp_prompt_vowels.rt,key_resp_prompt_vowels.started,key_resp_prompt_vowels.stopped,blank500.started,blank500.stopped,image_rune_left1.started,image_rune_left1.stopped,image_rune_right1.started,image_rune_right1.stopped,image_rune_mid1.started,image_rune_mid1.stopped,sound_phoneme.started,sound_phoneme.stopped,text_listen.started,text_listen.stopped,image_rune_left.started,image_rune_left.stopped,image_rune_right.started,image_rune_right.stopped,image_rune_mid.started,image_rune_mid.stopped,image_speaker_left.started,image_speaker_left.stopped,image_speaker_right.started,image_speaker_right.stopped,image_speaker_mid.started,image_speaker_mid.stopped,text_practice.started,text_practice.stopped,key_select_sound.keys,key_select_sound.rt,key_select_sound.started,key_select_sound.stopped,key_resp_next_trial.keys,key_resp_next_trial.rt,key_resp_next_trial.started,key_resp_next_trial.stopped,phoneme_practice1.started,phoneme_practice1.stopped,phoneme_practice2.started,phoneme_practice2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,10.860688861997915,None,space,0.4646163199940929,10.860688861997915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2020_Mar_11_0103,grapheme_phoneme_mapping,2020.1.2,60.02941081090237,
pics/blank.jpg,pics/blank.jpg,pics/v3.png,sound/test.wav,pics/blank.jpg,pics/blank.jpg,pics/speaker_icon.jpg,sound/ih.wav,sound/blank.wav,vowel,0,0,0,0,0,0,0,0,,,,,,,11.373809029988479,None,space,1.6343502460076706,11.373809029988479,None,33.67903889800073,None,14.357673368998803,None,14.357673368998803,None,14.357673368998803,None,0.5537262105062837,None,13.828269833989907,None,21.19658414099831,None,21.19658414099831,None,21.19658414099831,None,21.842330080995453,None,21.842330080995453,None,21.842330080995453,None,21.842330080995453,None,left,5.3329650280065835,21.19658414099831,None,space,12.446512534996145,21.19658414099831,None,21.137652738501494,None,21.137652738501494,None,1,2020_Mar_11_0103,grapheme_phoneme_mapping,2020.1.2,60.02941081090237,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.19099434999225,None,35.390891393995844,None,35.390891393995844,None,35.390891393995844,None,0.5125215939915506,None,34.90743954399659,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
