pic1,pic2,pic3,sound,image_icon1,image_icon2,image_icon3,sound1,sound2,condition,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_vowels.thisRepN,trials_vowels.thisTrialN,trials_vowels.thisN,trials_vowels.thisIndex,text_instructions.started,text_instructions.stopped,key_resp_instructions.keys,key_resp_instructions.rt,key_resp_instructions.started,key_resp_instructions.stopped,text_prompt_vowels.started,text_prompt_vowels.stopped,key_resp_prompt_vowels.keys,key_resp_prompt_vowels.rt,key_resp_prompt_vowels.started,key_resp_prompt_vowels.stopped,blank500.started,blank500.stopped,image_rune_left1.started,image_rune_left1.stopped,image_rune_right1.started,image_rune_right1.stopped,image_rune_mid1.started,image_rune_mid1.stopped,sound_phoneme.started,sound_phoneme.stopped,text_listen.started,text_listen.stopped,image_rune_left.started,image_rune_left.stopped,image_rune_right.started,image_rune_right.stopped,image_rune_mid.started,image_rune_mid.stopped,image_speaker_left.started,image_speaker_left.stopped,image_speaker_right.started,image_speaker_right.stopped,image_speaker_mid.started,image_speaker_mid.stopped,key_resp_next_trial.keys,key_resp_next_trial.rt,key_resp_next_trial.started,key_resp_next_trial.stopped,text_practice.started,text_practice.stopped,key_select_sound.keys,key_select_sound.started,key_select_sound.stopped,phoneme_practice1.started,phoneme_practice1.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,10.88148739299504,None,space,0.9898215490102302,10.88148739299504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2020_Mar_10_2326,grapheme_phoneme_mapping,2020.1.2,59.92850205968085,
pics/blank.jpg,pics/blank.jpg,pics/v3.png,sound/test.wav,pics/blank.jpg,pics/blank.jpg,pics/speaker_icon.jpg,sound/ih.wav,sound/blank.wav,vowel,0,0,0,0,0,0,0,0,,,,,,,11.90095185599057,None,space,1.140069216999109,11.90095185599057,None,35.4989299029985,None,14.323736887992709,None,14.323736887992709,None,14.323736887992709,None,0.5327709655975923,None,13.815747435990488,None,21.08362080999359,None,21.08362080999359,None,21.08362080999359,None,21.714184247000958,None,21.714184247000958,None,21.714184247000958,None,space,14.392027435998898,21.08362080999359,None,21.714184247000958,None,None,21.08362080999359,None,None,None,1,2020_Mar_10_2326,grapheme_phoneme_mapping,2020.1.2,59.92850205968085,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.014163867002935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
