block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_vowels.thisRepN,trials_vowels.thisTrialN,trials_vowels.thisN,trials_vowels.thisIndex,pic1,pic2,pic3,sound,image_icon1,image_icon2,image_icon3,sound1,sound2,condition,text_instructions.started,text_instructions.stopped,key_resp_instructions.keys,key_resp_instructions.rt,key_resp_instructions.started,key_resp_instructions.stopped,text_prompt_vowels.started,text_prompt_vowels.stopped,key_resp_prompt_vowels.keys,key_resp_prompt_vowels.rt,key_resp_prompt_vowels.started,key_resp_prompt_vowels.stopped,blank500.started,blank500.stopped,image_rune_left1.started,image_rune_left1.stopped,image_rune_right1.started,image_rune_right1.stopped,image_rune_mid1.started,image_rune_mid1.stopped,sound_phoneme.started,sound_phoneme.stopped,text_listen.started,text_listen.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,8.530325052997796,None,space,0.3081032740010414,8.530325052997796,None,,,,,,,,,,,,,,,,,,,1,2020_Mar_11_0002,grapheme_phoneme_mapping,2020.1.2,60.309331750860586,
,,,,,,,,,,,,,,,,,,,,,,,,8.857214340998325,None,space,0.5450242380029522,8.857214340998325,None,9.439276881996193,None,10.605692286990234,None,10.605692286990234,None,10.605692286990234,None,0.5387957450002432,None,10.093363060994307,None,,,,,,
