block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_vowels.thisRepN,trials_vowels.thisTrialN,trials_vowels.thisN,trials_vowels.thisIndex,pic1,pic2,pic3,sound,image_icon1,image_icon2,image_icon3,sound1,sound2,condition,text_instructions.started,text_instructions.stopped,key_resp_instructions.keys,key_resp_instructions.rt,key_resp_instructions.started,key_resp_instructions.stopped,text_prompt_vowels.started,text_prompt_vowels.stopped,key_resp_prompt_vowels.keys,key_resp_prompt_vowels.rt,key_resp_prompt_vowels.started,key_resp_prompt_vowels.stopped,blank500.started,blank500.stopped,image_rune_left1.started,image_rune_left1.stopped,image_rune_right1.started,image_rune_right1.stopped,image_rune_mid1.started,image_rune_mid1.stopped,sound_phoneme.started,sound_phoneme.stopped,text_listen.started,text_listen.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,8.467253508002614,None,space,0.5531356489955215,8.467253508002614,None,,,,,,,,,,,,,,,,,,,1,2020_Mar_11_0031,grapheme_phoneme_mapping,2020.1.2,60.114565016419526,
,,,,,,,,,,,,,,,,,,,,,,,,9.058858844000497,None,space,4.946749978989828,9.058858844000497,None,14.04239839100046,None,15.225783007001155,None,15.225783007001155,None,15.225783007001155,None,0.5493282179959351,None,14.710095011003432,None,,,,,,
